560980.79 621336.77 34.7
560980.75 621632.04 36.5
560980.42 622043.03 37.4
560979.37 622105.01 38.0
560978.32 622159.70 38.0
560978.00 622330.80 42.2
560980.72 623372.62 43.1
560983.64 621372.76 34.4
560983.08 622957.04 41.2
560982.23 623194.90 43.8
560985.87 621867.05 38.3
560986.30 621924.33 37.1
560985.12 622284.27 42.2
560984.46 622562.13 39.1
560988.76 621599.01 35.9
560988.66 621791.43 38.2
560988.66 622597.53 38.9
560988.43 622777.51 40.5
560987.77 622815.01 41.0
560987.02 623083.94 44.6
560991.58 621568.23 35.4
560993.97 622725.58 41.4
560994.47 623143.10 44.2
560994.96 623333.19 42.4
560996.37 621309.24 35.7
560996.50 621712.19 37.7
560995.98 621982.70 36.2
560997.06 622017.71 36.1
560996.21 622133.03 37.1
560997.71 622182.83 37.0
560998.47 622213.51 38.5
560997.29 622374.56 40.8
560996.17 622929.61 40.4
560996.86 623112.88 43.4
561000.21 621763.28 38.7
561001.06 621840.51 38.8
561000.08 622083.29 37.1
561000.83 622310.91 40.5
560998.83 622407.60 39.6
561000.21 622868.69 40.5
560999.78 623285.62 42.6
561003.85 621200.35 35.4
561002.80 621513.54 35.7
561003.95 621681.52 37.5
561003.32 622256.12 38.9
561003.95 622626.20 39.5
561003.10 622980.63 42.0
561006.70 621462.42 35.7
561006.54 622345.26 40.3
561007.52 622663.01 38.9
561006.18 622693.52 39.8
561007.62 622899.10 39.1
561006.80 623013.90 43.2
561008.87 621543.26 35.9
561008.97 622054.52 36.5
561008.05 622497.76 39.4
561008.25 622839.59 39.8
561010.28 623420.62 42.0
561013.33 621429.29 35.9
561012.90 621619.48 37.2
561011.63 621882.60 37.8
561012.05 622796.71 39.2
561012.28 623168.82 42.2
561012.08 623205.73 42.1
561012.51 623386.27 42.1
561016.12 622157.80 36.4
561014.55 622537.72 40.0
561016.15 622585.45 40.3
561015.96 623057.27 42.9
561014.64 623249.07 42.7
561018.02 620600.68 28.2
561017.37 621172.86 35.7
561018.02 621928.57 37.3
561018.02 622431.91 39.8
561017.01 623089.78 42.1
561022.52 620567.94 31.1
561020.78 621589.23 36.6
561022.32 621730.80 38.7
561022.22 621999.33 36.2
